subject_id,turn_index,speaker,begin_ms,end_ms,duration_ms,duration_s,gap_from_previous_ms,overlap_with_previous_ms
adrsdt29,20,INV,61803,64330,2527,2.527,0,0
adrsdt29,21,PAR,64330,68500,4170,4.17,0,0
adrsdt29,22,PAR,68500,72722,4222,4.222,0,0
adrsdt29,23,INV,72722,74551,1829,1.829,0,0
adrsdt30,1,INV,0,863,863,0.863,0,0
adrsdt30,2,PAR,863,15926,15063,15.063,0,0
adrsdt30,3,PAR,15926,17852,1926,1.926,0,0
adrsdt30,4,PAR,17852,23453,5601,5.601,0,0
adrsdt30,5,PAR,23453,26411,2958,2.958,0,0
adrsdt30,6,PAR,26411,29883,3472,3.472,0,0
adrsdt30,7,PAR,29883,33590,3707,3.707,0,0
adrsdt30,8,PAR,33590,40514,6924,6.924,0,0
adrsdt30,9,PAR,40514,52108,11594,11.594,0,0
adrsdt30,10,INV,52108,53355,1247,1.247,0,0
adrsdt30,11,PAR,53355,81773,28418,28.418,0,0
adrsdt30,12,INV,81773,82532,759,0.759,0,0
adrsdt30,13,PAR,81832,82845,1013,1.013,0,700
adrsdt30,14,INV,82845,83932,1087,1.087,0,0
adrsdt30,15,INV,83932,84351,419,0.419,0,0
adrsdt30,16,PAR,84351,85832,1481,1.481,0,0
adrsdt30,17,PAR,85832,89878,4046,4.046,0,0
adrsdt30,18,INV,89878,90659,781,0.781,0,0
adrsdt30,19,INV,90659,91716,1057,1.057,0,0
adrsdt31,1,PAR,0,3957,3957,3.957,0,0
adrsdt31,2,PAR,3957,12857,8900,8.9,0,0
adrsdt31,3,PAR,12826,15114,2288,2.288,0,31
adrsdt31,4,PAR,15114,20622,5508,5.508,0,0
adrsdt31,5,PAR,20622,24498,3876,3.876,0,0
adrsdt31,6,INV,24498,25308,810,0.81,0,0
adrsdt32,1,PAR,0,2004,2004,2.004,0,0
adrsdt32,2,INV,2004,2897,893,0.893,0,0
adrsdt32,3,PAR,2897,4589,1692,1.692,0,0
adrsdt32,4,INV,4589,5389,800,0.8,0,0
adrsdt32,5,PAR,4600,5389,789,0.789,0,789
adrsdt32,6,PAR,5389,9118,3729,3.729,0,0
adrsdt32,7,INV,9118,10119,1001,1.001,0,0
adrsdt32,8,PAR,10119,13300,3181,3.181,0,0
adrsdt32,9,PAR,13300,14883,1583,1.583,0,0
adrsdt32,10,INV,14883,15580,697,0.697,0,0
adrsdt32,11,PAR,15580,24770,9190,9.19,0,0
adrsdt32,12,INV,24270,25308,1038,1.038,0,500
adrsdt32,13,PAR,25308,30447,5139,5.139,0,0
adrsdt32,14,PAR,30447,34555,4108,4.108,0,0
adrsdt32,15,PAR,34555,37868,3313,3.313,0,0
adrsdt32,16,PAR,37868,52373,14505,14.505,0,0
adrsdt32,17,PAR,52373,57755,5382,5.382,0,0
adrsdt32,18,INV,57755,58444,689,0.689,0,0
adrsdt32,19,PAR,58444,60825,2381,2.381,0,0
adrsdt32,20,PAR,60825,70397,9572,9.572,0,0
adrsdt32,21,PAR,70397,86099,15702,15.702,0,0
adrsdt32,22,PAR,86099,90200,4101,4.101,0,0
adrsdt32,23,INV,89400,90200,800,0.8,0,800
adrsdt32,24,PAR,90200,90650,450,0.45,0,0
adrsdt32,25,PAR,90650,91969,1319,1.319,0,0
adrsdt32,26,INV,91969,93515,1546,1.546,0,0
adrsdt32,27,PAR,92400,97300,4900,4.9,0,1115
adrsdt32,28,PAR,97300,101828,4528,4.528,0,0
adrsdt32,29,INV,101828,102909,1081,1.081,0,0
adrsdt32,30,PAR,102909,117300,14391,14.391,0,0
adrsdt32,31,INV,114587,115400,813,0.813,0,2713
adrsdt32,32,PAR,117300,121553,4253,4.253,1900,0
adrsdt32,33,PAR,121553,122634,1081,1.081,0,0
adrsdt32,34,PAR,122634,123300,666,0.666,0,0
adrsdt32,35,PAR,123300,124381,1081,1.081,0,0
adrsdt32,36,INV,125178,125844,666,0.666,797,0
adrsdt32,37,INV,125844,126505,661,0.661,0,0
adrsdt32,38,PAR,126123,127304,1181,1.181,0,382
adrsdt32,39,PAR,127304,128836,1532,1.532,0,0
adrsdt33,1,INV,0,800,800,0.8,0,0
adrsdt33,2,INV,800,1697,897,0.897,0,0
adrsdt33,3,PAR,1697,6649,4952,4.952,0,0
adrsdt33,4,PAR,6649,11051,4402,4.402,0,0
adrsdt33,5,PAR,11051,24204,13153,13.153,0,0
adrsdt33,6,PAR,24204,27471,3267,3.267,0,0
adrsdt33,7,PAR,27471,30303,2832,2.832,0,0
adrsdt33,8,PAR,30303,39703,9400,9.4,0,0
adrsdt33,9,INV,39703,48761,9058,9.058,0,0
adrsdt33,10,INV,48761,49943,1182,1.182,0,0
adrsdt33,11,PAR,49943,53730,3787,3.787,0,0
adrsdt33,12,INV,53730,54988,1258,1.258,0,0
adrsdt33,13,PAR,54988,59734,4746,4.746,0,0
adrsdt33,14,PAR,59734,63219,3485,3.485,0,0
adrsdt34,1,INV,0,2100,2100,2.1,0,0
adrsdt34,2,PAR,2100,7300,5200,5.2,0,0
adrsdt34,3,PAR,7300,11780,4480,4.48,0,0
adrsdt34,4,PAR,11780,14789,3009,3.009,0,0
adrsdt34,5,PAR,14789,18363,3574,3.574,0,0
adrsdt34,6,PAR,18363,19827,1464,1.464,0,0
adrsdt34,7,PAR,19827,21090,1263,1.263,0,0
adrsdt34,8,INV,21090,25448,4358,4.358,0,0
adrsdt34,9,PAR,25448,28900,3452,3.452,0,0
adrsdt34,10,INV,28917,29800,883,0.883,17,0
adrsdt35,1,INV,0,2429,2429,2.429,0,0
adrsdt35,2,PAR,2429,8000,5571,5.571,0,0
adrsdt35,3,PAR,8000,16545,8545,8.545,0,0
adrsdt35,4,PAR,16545,25551,9006,9.006,0,0
adrsdt35,5,PAR,25551,28656,3105,3.105,0,0
adrsdt35,6,PAR,28656,35967,7311,7.311,0,0
adrsdt35,7,PAR,35967,55361,19394,19.394,0,0
adrsdt35,8,PAR,55361,65614,10253,10.253,0,0
adrsdt35,9,PAR,65614,69369,3755,3.755,0,0
adrsdt35,10,PAR,69369,74305,4936,4.936,0,0
adrsdt35,11,PAR,74305,87280,12975,12.975,0,0
adrsdt35,12,PAR,87280,89397,2117,2.117,0,0
adrsdt35,13,PAR,89397,102456,13059,13.059,0,0
adrsdt35,14,PAR,102456,106882,4426,4.426,0,0
adrsdt35,15,PAR,106882,110400,3518,3.518,0,0
adrsdt35,16,INV,110400,115714,5314,5.314,0,0
adrsdt35,17,PAR,115714,136973,21259,21.259,0,0
adrsdt35,18,PAR,136973,141428,4455,4.455,0,0
adrsdt35,19,INV,141428,147100,5672,5.672,0,0
adrsdt35,20,PAR,147100,148905,1805,1.805,0,0
adrsdt35,21,INV,148505,149346,841,0.841,0,400
adrsdt36,1,PAR,0,897,897,0.897,0,0
adrsdt36,2,INV,897,1963,1066,1.066,0,0
adrsdt36,3,PAR,1963,7183,5220,5.22,0,0
adrsdt36,4,PAR,7183,12888,5705,5.705,0,0
adrsdt36,5,PAR,12888,20765,7877,7.877,0,0
adrsdt36,6,PAR,20765,29623,8858,8.858,0,0
adrsdt36,7,PAR,29623,38585,8962,8.962,0,0
adrsdt36,8,PAR,38585,42250,3665,3.665,0,0
adrsdt36,9,PAR,42250,43701,1451,1.451,0,0
adrsdt36,10,PAR,43701,55661,11960,11.96,0,0
adrsdt36,11,INV,55661,56139,478,0.478,0,0
adrsdt36,12,PAR,56139,63954,7815,7.815,0,0
adrsdt36,13,PAR,63954,65417,1463,1.463,0,0
adrsdt36,14,PAR,65417,66314,897,0.897,0,0
adrsdt36,15,INV,65600,66897,1297,1.297,0,714
adrsdt37,1,INV,0,2397,2397,2.397,0,0
adrsdt37,2,PAR,2397,6600,4203,4.203,0,0
adrsdt37,3,PAR,6600,11851,5251,5.251,0,0
adrsdt37,4,INV,11851,14700,2849,2.849,0,0
adrsdt37,5,PAR,14700,18615,3915,3.915,0,0
adrsdt37,6,INV,18615,22438,3823,3.823,0,0
adrsdt37,7,PAR,22438,27011,4573,4.573,0,0
adrsdt37,8,PAR,27011,27676,665,0.665,0,0
adrsdt37,9,PAR,27676,31938,4262,4.262,0,0
adrsdt37,10,PAR,31938,38068,6130,6.13,0,0
adrsdt37,11,PAR,38068,41541,3473,3.473,0,0
adrsdt37,12,PAR,41541,45214,3673,3.673,0,0
adrsdt37,13,PAR,45214,51328,6114,6.114,0,0
adrsdt37,14,INV,51328,59550,8222,8.222,0,0
adrsdt37,15,INV,59550,61913,2363,2.363,0,0
adrsdt37,16,PAR,61913,62613,700,0.7,0,0
adrsdt37,17,INV,62230,63125,895,0.895,0,383
adrsdt37,18,PAR,63125,65398,2273,2.273,0,0
adrsdt37,19,INV,65398,66708,1310,1.31,0,0
adrsdt37,20,INV,66708,68590,1882,1.882,0,0
adrsdt37,21,PAR,68590,72000,3410,3.41,0,0
adrsdt37,22,PAR,72000,73957,1957,1.957,0,0
adrsdt37,23,INV,73957,75017,1060,1.06,0,0
adrsdt37,24,INV,75017,78254,3237,3.237,0,0
adrsdt37,25,PAR,78254,82938,4684,4.684,0,0
adrsdt37,26,INV,82938,85398,2460,2.46,0,0
adrsdt37,27,PAR,85398,91716,6318,6.318,0,0
adrsdt37,28,PAR,91716,93050,1334,1.334,0,0
adrsdt37,29,INV,93050,94000,950,0.95,0,0
adrsdt37,30,INV,94000,96045,2045,2.045,0,0
adrsdt37,31,PAR,96045,100464,4419,4.419,0,0
adrsdt37,32,INV,100464,105250,4786,4.786,0,0
adrsdt37,33,INV,105250,106564,1314,1.314,0,0
adrsdt38,1,INV,0,1494,1494,1.494,0,0
adrsdt38,2,PAR,1494,4795,3301,3.301,0,0
adrsdt38,3,PAR,4795,9747,4952,4.952,0,0
adrsdt38,4,PAR,9747,13123,3376,3.376,0,0
adrsdt38,5,PAR,13123,14942,1819,1.819,0,0
adrsdt38,6,PAR,14942,20602,5660,5.66,0,0
adrsdt38,7,PAR,20602,22022,1420,1.42,0,0
adrsdt38,8,PAR,22022,24389,2367,2.367,0,0
adrsdt38,9,PAR,27418,29188,1770,1.77,3029,0
adrsdt38,10,PAR,29188,30834,1646,1.646,0,0
adrsdt38,11,PAR,30634,31932,1298,1.298,0,200
adrsdt38,12,PAR,31932,33746,1814,1.814,0,0
adrsdt38,13,PAR,33746,36621,2875,2.875,0,0
adrsdt38,14,PAR,36621,44984,8363,8.363,0,0
adrsdt38,15,INV,44984,45871,887,0.887,0,0
adrsdt38,16,PAR,45871,51942,6071,6.071,0,0
adrsdt38,17,PAR,51942,56174,4232,4.232,0,0
adrsdt38,18,INV,56174,57359,1185,1.185,0,0
adrsdt38,19,PAR,57359,60178,2819,2.819,0,0
adrsdt38,20,PAR,60178,62123,1945,1.945,0,0
adrsdt38,21,PAR,61920,67459,5539,5.539,0,203
adrsdt38,22,INV,67459,70042,2583,2.583,0,0
adrsdt38,23,PAR,70042,70558,516,0.516,0,0
adrsdt38,24,INV,70558,71273,715,0.715,0,0
adrsdt39,1,INV,0,2194,2194,2.194,0,0
adrsdt39,2,PAR,2194,10772,8578,8.578,0,0
adrsdt39,3,PAR,10772,13085,2313,2.313,0,0
adrsdt39,4,PAR,13085,17820,4735,4.735,0,0
adrsdt39,5,PAR,17820,23767,5947,5.947,0,0
adrsdt39,6,INV,23767,31265,7498,7.498,0,0
adrsdt39,7,INV,31265,35454,4189,4.189,0,0
adrsdt39,8,INV,35454,36385,931,0.931,0,0
adrsdt39,9,INV,36385,41200,4815,4.815,0,0
adrsdt39,10,INV,41200,42900,1700,1.7,0,0
adrsdt39,11,PAR,42900,44573,1673,1.673,0,0
adrsdt39,12,PAR,44573,47127,2554,2.554,0,0
adrsdt39,13,INV,47127,48586,1459,1.459,0,0
adrsdt39,14,INV,48586,49916,1330,1.33,0,0
adrsdt39,15,PAR,49916,62815,12899,12.899,0,0
adrsdt39,16,PAR,62815,74000,11185,11.185,0,0
adrsdt39,17,PAR,74000,77864,3864,3.864,0,0
adrsdt39,18,INV,77864,81460,3596,3.596,0,0
adrsdt39,19,PAR,81460,91141,9681,9.681,0,0
adrsdt39,20,INV,91141,94101,2960,2.96,0,0
adrsdt39,21,PAR,94101,98900,4799,4.799,0,0
adrsdt39,22,INV,98900,105000,6100,6.1,0,0
adrsdt39,23,INV,105000,107215,2215,2.215,0,0
adrsdt40,1,PAR,0,2040,2040,2.04,0,0
adrsdt40,2,PAR,2040,10951,8911,8.911,0,0
adrsdt40,3,PAR,10951,20972,10021,10.021,0,0
adrsdt40,4,PAR,20972,24545,3573,3.573,0,0
adrsdt40,5,PAR,24545,26709,2164,2.164,0,0
adrsdt40,6,PAR,26709,30685,3976,3.976,0,0
adrsdt40,7,PAR,30685,31851,1166,1.166,0,0
adrsdt40,8,PAR,31851,36537,4686,4.686,0,0
adrsdt40,9,PAR,36537,40939,4402,4.402,0,0
adrsdt41,1,PAR,0,7580,7580,7.58,0,0
adrsdt41,2,PAR,7580,10330,2750,2.75,0,0
adrsdt41,3,PAR,10330,12000,1670,1.67,0,0
adrsdt41,4,PAR,12000,13277,1277,1.277,0,0
adrsdt41,5,PAR,13277,22111,8834,8.834,0,0
adrsdt41,6,PAR,22111,24421,2310,2.31,0,0
adrsdt41,7,PAR,24342,28182,3840,3.84,0,79
adrsdt41,8,INV,27674,28249,575,0.575,0,508
adrsdt42,1,PAR,0,3026,3026,3.026,0,0
adrsdt42,2,PAR,3026,5222,2196,2.196,0,0
adrsdt42,3,PAR,5222,10159,4937,4.937,0,0
adrsdt42,4,PAR,10159,13633,3474,3.474,0,0
adrsdt42,5,PAR,13633,17655,4022,4.022,0,0
adrsdt42,6,PAR,17655,22210,4555,4.555,0,0
adrsdt42,7,PAR,22210,25320,3110,3.11,0,0
adrsdt42,8,PAR,25320,27996,2676,2.676,0,0
adrsdt42,9,INV,27996,30822,2826,2.826,0,0
adrsdt42,10,INV,30822,34504,3682,3.682,0,0
adrsdt43,1,PAR,0,2177,2177,2.177,0,0
adrsdt43,2,PAR,2177,4500,2323,2.323,0,0
adrsdt43,3,PAR,4500,6817,2317,2.317,0,0
adrsdt43,4,PAR,6817,15363,8546,8.546,0,0
adrsdt43,5,PAR,15363,18461,3098,3.098,0,0
adrsdt43,6,PAR,18461,26033,7572,7.572,0,0
adrsdt43,7,PAR,26033,29493,3460,3.46,0,0
adrsdt43,8,PAR,29493,32250,2757,2.757,0,0
adrsdt43,9,PAR,32250,37492,5242,5.242,0,0
adrsdt43,10,PAR,37492,39049,1557,1.557,0,0
adrsdt43,11,PAR,39049,42053,3004,3.004,0,0
adrsdt43,12,PAR,42053,46083,4030,4.03,0,0
adrsdt43,13,PAR,46083,51315,5232,5.232,0,0
adrsdt43,14,PAR,51315,58564,7249,7.249,0,0
adrsdt43,15,PAR,58564,71962,13398,13.398,0,0
adrsdt43,16,PAR,71962,82859,10897,10.897,0,0
adrsdt43,17,PAR,82859,92184,9325,9.325,0,0
adrsdt43,18,PAR,92184,104525,12341,12.341,0,0
adrsdt43,19,PAR,104525,108111,3586,3.586,0,0
adrsdt43,20,PAR,108111,113706,5595,5.595,0,0
adrsdt43,21,PAR,113706,122000,8294,8.294,0,0
adrsdt43,22,PAR,122000,124072,2072,2.072,0,0
adrsdt43,23,PAR,124072,133321,9249,9.249,0,0
adrsdt43,24,INV,133321,135015,1694,1.694,0,0
adrsdt44,1,INV,0,3300,3300,3.3,0,0
adrsdt44,2,PAR,2300,3410,1110,1.11,0,1000
adrsdt44,3,INV,3410,5436,2026,2.026,0,0
adrsdt44,4,PAR,5436,9716,4280,4.28,0,0
adrsdt44,5,PAR,9716,17014,7298,7.298,0,0
adrsdt44,6,PAR,17014,21100,4086,4.086,0,0
adrsdt44,7,PAR,21100,26000,4900,4.9,0,0
adrsdt44,8,INV,26000,27000,1000,1.0,0,0
adrsdt44,9,PAR,27000,34778,7778,7.778,0,0
adrsdt44,10,PAR,34778,36636,1858,1.858,0,0
adrsdt44,11,INV,36636,52947,16311,16.311,0,0
adrsdt44,12,PAR,52947,57727,4780,4.78,0,0
adrsdt44,13,PAR,57727,62000,4273,4.273,0,0
adrsdt44,14,PAR,62000,71140,9140,9.14,0,0
adrsdt44,15,INV,71140,73200,2060,2.06,0,0
adrsdt44,16,INV,73200,74256,1056,1.056,0,0
adrsdt44,17,PAR,74256,81000,6744,6.744,0,0
adrsdt44,18,PAR,81000,85714,4714,4.714,0,0
adrsdt44,19,PAR,85714,91087,5373,5.373,0,0
adrsdt44,20,INV,91087,100049,8962,8.962,0,0
adrsdt44,21,PAR,100049,105900,5851,5.851,0,0
adrsdt44,22,PAR,105900,108733,2833,2.833,0,0
adrsdt44,23,INV,108733,123844,15111,15.111,0,0
adrsdt44,24,PAR,123844,125260,1416,1.416,0,0
adrsdt44,25,INV,125260,125932,672,0.672,0,0
adrsdt45,1,INV,0,2413,2413,2.413,0,0
adrsdt45,2,PAR,2413,10290,7877,7.877,0,0
adrsdt45,3,PAR,10290,12750,2460,2.46,0,0
adrsdt45,4,PAR,12750,15212,2462,2.462,0,0
adrsdt45,5,PAR,15212,16608,1396,1.396,0,0
adrsdt45,6,PAR,16608,19618,3010,3.01,0,0
adrsdt45,7,PAR,19300,23223,3923,3.923,0,318
adrsdt45,8,PAR,23223,26798,3575,3.575,0,0
adrsdt45,9,PAR,26798,28171,1373,1.373,0,0
adrsdt45,10,PAR,28171,43376,15205,15.205,0,0
adrsdt45,11,PAR,43376,50084,6708,6.708,0,0
adrsdt45,12,INV,48500,49500,1000,1.0,0,1584
adrsdt45,13,PAR,50084,51730,1646,1.646,584,0
adrsdt45,14,INV,51730,52278,548,0.548,0,0
adrsdt45,15,INV,52278,52961,683,0.683,0,0
adrsdt46,1,INV,0,1698,1698,1.698,0,0
adrsdt46,2,INV,1698,3817,2119,2.119,0,0
adrsdt46,3,INV,3817,8078,4261,4.261,0,0
adrsdt46,4,PAR,8078,9159,1081,1.081,0,0
adrsdt46,5,INV,9159,11082,1923,1.923,0,0
adrsdt46,6,INV,11082,14102,3020,3.02,0,0
adrsdt46,7,INV,14102,15534,1432,1.432,0,0
adrsdt46,8,PAR,15534,18525,2991,2.991,0,0
adrsdt46,9,PAR,18525,20716,2191,2.191,0,0
adrsdt46,10,PAR,20716,29778,9062,9.062,0,0
adrsdt46,11,PAR,29778,32964,3186,3.186,0,0
adrsdt46,12,PAR,32964,38119,5155,5.155,0,0
adrsdt46,13,PAR,38119,46227,8108,8.108,0,0
adrsdt46,14,INV,46227,50194,3967,3.967,0,0
adrsdt46,15,PAR,50194,59413,9219,9.219,0,0
adrsdt46,16,INV,59413,61548,2135,2.135,0,0
adrsdt46,17,PAR,60300,61000,700,0.7,0,1248
adrsdt46,18,INV,61548,63336,1788,1.788,548,0
adrsdt46,19,PAR,62500,64336,1836,1.836,0,836
adrsdt46,20,INV,63348,67971,4623,4.623,0,988
adrsdt46,21,INV,67971,69509,1538,1.538,0,0
adrsdt46,22,INV,69509,71305,1796,1.796,0,0
adrsdt46,23,PAR,71305,74829,3524,3.524,0,0
adrsdt46,24,PAR,74829,77700,2871,2.871,0,0
adrsdt46,25,PAR,77700,80300,2600,2.6,0,0
adrsdt46,26,PAR,80300,83100,2800,2.8,0,0
adrsdt46,27,PAR,83100,84573,1473,1.473,0,0
adrsdt46,28,PAR,84573,88606,4033,4.033,0,0
adrsdt46,29,PAR,88606,93913,5307,5.307,0,0
adrsdt46,30,INV,93913,95470,1557,1.557,0,0
adrsdt46,31,PAR,95470,99100,3630,3.63,0,0
adrsdt46,32,PAR,99100,100392,1292,1.292,0,0
adrsdt46,33,PAR,100392,101385,993,0.993,0,0
adrsdt46,34,PAR,101385,103967,2582,2.582,0,0
adrsdt46,35,INV,103967,104695,728,0.728,0,0
adrsdt46,36,PAR,104695,105696,1001,1.001,0,0
adrsdt46,37,INV,105696,107002,1306,1.306,0,0
adrsdt46,38,PAR,107002,114304,7302,7.302,0,0
adrsdt46,39,INV,114304,116886,2582,2.582,0,0
adrsdt46,40,PAR,116886,123717,6831,6.831,0,0
adrsdt46,41,PAR,123717,127827,4110,4.11,0,0
adrsdt46,42,INV,127827,130488,2661,2.661,0,0
adrsdt47,1,INV,0,3361,3361,3.361,0,0
adrsdt47,2,INV,3361,5542,2181,2.181,0,0
adrsdt47,3,PAR,5542,12466,6924,6.924,0,0
adrsdt47,4,PAR,12466,14179,1713,1.713,0,0
adrsdt47,5,PAR,14179,17028,2849,2.849,0,0
adrsdt47,6,PAR,17028,19844,2816,2.816,0,0
adrsdt47,7,PAR,19844,25883,6039,6.039,0,0
adrsdt47,8,PAR,25883,33072,7189,7.189,0,0
adrsdt47,9,PAR,33072,36442,3370,3.37,0,0
adrsdt47,10,PAR,36442,39422,2980,2.98,0,0
adrsdt47,11,PAR,39422,43610,4188,4.188,0,0
adrsdt47,12,PAR,43610,45417,1807,1.807,0,0
adrsdt47,13,PAR,45417,48371,2954,2.954,0,0
adrsdt47,14,PAR,48371,57958,9587,9.587,0,0
adrsdt47,15,PAR,57958,63935,5977,5.977,0,0
adrsdt47,16,PAR,63935,67283,3348,3.348,0,0
adrsdt47,17,PAR,67283,73448,6165,6.165,0,0
adrsdt47,18,PAR,73448,77077,3629,3.629,0,0
adrsdt47,19,PAR,77077,79283,2206,2.206,0,0
adrsdt47,20,PAR,79283,82832,3549,3.549,0,0
adrsdt47,21,PAR,82832,90006,7174,7.174,0,0
adrsdt47,22,PAR,90006,97661,7655,7.655,0,0
adrsdt47,23,PAR,97661,99840,2179,2.179,0,0
adrsdt47,24,INV,99840,100478,638,0.638,0,0
adrsdt48,1,INV,0,997,997,0.997,0,0
adrsdt48,2,INV,997,1828,831,0.831,0,0
adrsdt48,3,PAR,1828,2842,1014,1.014,0,0
adrsdt48,4,PAR,2842,6800,3958,3.958,0,0
adrsdt48,5,PAR,6800,9902,3102,3.102,0,0
adrsdt48,6,PAR,9902,11373,1471,1.471,0,0
adrsdt48,7,PAR,11373,13268,1895,1.895,0,0
adrsdt48,8,PAR,13268,16250,2982,2.982,0,0
adrsdt48,9,PAR,16250,17657,1407,1.407,0,0
adrsdt48,10,PAR,17657,21747,4090,4.09,0,0
adrsdt48,11,PAR,21747,23760,2013,2.013,0,0
adrsdt48,12,PAR,23760,24957,1197,1.197,0,0
adrsdt48,13,PAR,24957,26587,1630,1.63,0,0
adrsdt48,14,PAR,26587,33013,6426,6.426,0,0
adrsdt48,15,PAR,33013,39221,6208,6.208,0,0
adrsdt48,16,PAR,39221,48390,9169,9.169,0,0
adrsdt48,17,PAR,48390,55900,7510,7.51,0,0
adrsdt48,18,PAR,55900,61757,5857,5.857,0,0
adrsdt48,19,PAR,61757,65617,3860,3.86,0,0
adrsdt48,20,INV,65617,70330,4713,4.713,0,0
adrsdt49,1,INV,26343,28990,2647,2.647,0,0
adrsdt50,1,PAR,0,3740,3740,3.74,0,0
adrsdt50,2,PAR,3740,6666,2926,2.926,0,0
adrsdt50,3,PAR,6666,10175,3509,3.509,0,0
adrsdt50,4,PAR,10175,15700,5525,5.525,0,0
adrsdt50,5,PAR,15700,22444,6744,6.744,0,0
adrsdt50,6,PAR,22444,26101,3657,3.657,0,0
adrsdt50,7,PAR,26101,28147,2046,2.046,0,0
adrsdt50,8,PAR,28147,40000,11853,11.853,0,0
adrsdt50,9,PAR,40000,44075,4075,4.075,0,0
adrsdt50,10,PAR,44075,50193,6118,6.118,0,0
adrsdt50,11,PAR,50193,52932,2739,2.739,0,0
adrsdt50,12,INV,52932,53820,888,0.888,0,0
adrsdt51,1,INV,0,2104,2104,2.104,0,0
adrsdt51,2,INV,2104,3954,1850,1.85,0,0
adrsdt51,3,PAR,3554,4401,847,0.847,0,400
adrsdt51,4,INV,4201,4603,402,0.402,0,200
adrsdt51,5,PAR,4603,8703,4100,4.1,0,0
adrsdt51,6,PAR,8703,11176,2473,2.473,0,0
adrsdt51,7,PAR,11176,14211,3035,3.035,0,0
adrsdt51,8,PAR,14211,19046,4835,4.835,0,0
adrsdt51,9,PAR,19046,22444,3398,3.398,0,0
adrsdt51,10,PAR,22444,31405,8961,8.961,0,0
adrsdt51,11,PAR,31405,34854,3449,3.449,0,0
adrsdt51,12,PAR,34854,40965,6111,6.111,0,0
adrsdt51,13,PAR,40965,50393,9428,9.428,0,0
adrsdt51,14,PAR,50393,57103,6710,6.71,0,0
adrsdt51,15,INV,57103,57903,800,0.8,0,0
adrsdt51,16,INV,57903,59358,1455,1.455,0,0
adrsdt52,1,INV,0,1713,1713,1.713,0,0
adrsdt52,2,PAR,1713,8467,6754,6.754,0,0
adrsdt52,3,PAR,8467,10100,1633,1.633,0,0
adrsdt52,4,PAR,10100,11081,981,0.981,0,0
adrsdt52,5,PAR,11081,13932,2851,2.851,0,0
adrsdt52,6,INV,13932,15594,1662,1.662,0,0
adrsdt52,7,PAR,15594,16592,998,0.998,0,0
adrsdt52,8,INV,16000,17490,1490,1.49,0,592
adrsdt52,9,INV,17490,18978,1488,1.488,0,0
adrsdt52,10,PAR,18978,23566,4588,4.588,0,0
adrsdt52,11,PAR,23566,28627,5061,5.061,0,0
adrsdt52,12,PAR,28627,31812,3185,3.185,0,0
adrsdt52,13,PAR,31812,34291,2479,2.479,0,0
adrsdt52,14,PAR,34291,40159,5868,5.868,0,0
adrsdt52,15,PAR,40159,41622,1463,1.463,0,0
adrsdt52,16,PAR,41622,44600,2978,2.978,0,0
adrsdt52,17,PAR,44600,46023,1423,1.423,0,0
adrsdt52,18,PAR,46023,54839,8816,8.816,0,0
adrsdt52,19,PAR,54839,55817,978,0.978,0,0
adrsdt52,20,PAR,55817,59255,3438,3.438,0,0
adrsdt52,21,INV,59255,60894,1639,1.639,0,0
adrsdt53,1,INV,0,2507,2507,2.507,0,0
adrsdt53,2,PAR,2507,11022,8515,8.515,0,0
adrsdt53,3,PAR,11022,17522,6500,6.5,0,0
adrsdt53,4,PAR,17522,19081,1559,1.559,0,0
adrsdt53,5,PAR,19081,22076,2995,2.995,0,0
adrsdt53,6,PAR,22076,30209,8133,8.133,0,0
adrsdt53,7,PAR,30209,35712,5503,5.503,0,0
adrsdt53,8,PAR,35712,40000,4288,4.288,0,0
adrsdt53,9,PAR,40000,42560,2560,2.56,0,0
adrsdt53,10,INV,42560,43459,899,0.899,0,0
adrsdt53,11,INV,43459,46385,2926,2.926,0,0
adrsdt53,12,PAR,46385,48002,1617,1.617,0,0
adrsdt53,13,PAR,48002,49586,1584,1.584,0,0
adrsdt53,14,PAR,49586,51496,1910,1.91,0,0
adrsdt53,15,PAR,51496,54863,3367,3.367,0,0
adrsdt53,16,PAR,54863,57229,2366,2.366,0,0
adrsdt53,17,PAR,57229,58410,1181,1.181,0,0
adrsdt53,18,PAR,58410,62146,3736,3.736,0,0
adrsdt53,19,PAR,62146,67673,5527,5.527,0,0
adrsdt53,20,INV,67673,69851,2178,2.178,0,0
adrsdt54,1,INV,0,2360,2360,2.36,0,0
adrsdt54,2,INV,2360,4266,1906,1.906,0,0
adrsdt54,3,PAR,4266,13310,9044,9.044,0,0
adrsdt54,4,PAR,13310,20608,7298,7.298,0,0
adrsdt54,5,PAR,20608,27071,6463,6.463,0,0
adrsdt54,6,PAR,27284,32813,5529,5.529,213,0
adrsdt54,7,PAR,32813,37356,4543,4.543,0,0
adrsdt54,8,PAR,37402,42053,4651,4.651,46,0
adrsdt54,9,PAR,42053,49208,7155,7.155,0,0
adrsdt54,10,PAR,49208,54848,5640,5.64,0,0
adrsdt54,11,PAR,54848,60715,5867,5.867,0,0
adrsdt54,12,PAR,60715,66120,5405,5.405,0,0
adrsdt54,13,PAR,66239,73882,7643,7.643,119,0
adrsdt54,14,PAR,73882,78148,4266,4.266,0,0
adrsdt54,15,PAR,78148,87417,9269,9.269,0,0
adrsdt54,16,PAR,87417,88892,1475,1.475,0,0
